Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence
Military,Input of Organic Matter (including N&P),Pelagic Fish,NO,,,,
Military,Input of Organic Matter (including N&P),Demersal Fish,NO,,,,
Military,Input of Organic Matter (including N&P),Deep-sea Fish,NO,,,,
Military,Input of Organic Matter (including N&P),Deep-sea Elasmobranchs,NO,,,,
Military,Input of Organic Matter (including N&P),Pelagic Elasmobranchs,NO,,,,
Military,Input of Organic Matter (including N&P),Demersal Elasmobranchs,NO,,,,
Military,Input of Organic Matter (including N&P),Reptiles,NO,,,,
Military,Input of Organic Matter (including N&P),Marine birds,NO,,,,
Military,Input of Organic Matter (including N&P),Cephalopods,NO,,,,
Military,Invasive species,Littoral rock & reef,NO,,,,
Military,Invasive species,Littoral sediment,NO,,,,
Military,Invasive species,Mangroves,NO,,,,
Military,Invasive species,Saltmarshes,NO,,,,
Military,Invasive species, Shallow rock & reef,NO,,,,
Military,Invasive species,Shallow sediment,NO,,,,
Military,Invasive species,Shelf rock & reef,NO,,,,
Military,Invasive species,Shelf sediment,NO,,,,
Military,Invasive species,Slope rock & reef,NO,,,,
Military,Invasive species,Slope sediment,NO,,,,
Military,Invasive species,Deep Sea rock & reef,NO,,,,
Military,Invasive species,Deep Sea Sediment,NO,,,,
Military,Invasive species, Coastal Pelagic,NO,,,,
Military,Invasive species,Shelf Pelagic,NO,,,,
Military,Invasive species,Oceanic Pelagic,NO,,,,
Military,Invasive species,Marine Mammals,NO,,,,
Military,Invasive species,Pelagic Fish,NO,,,,
Military,Invasive species,Demersal Fish,NO,,,,
Military,Invasive species,Deep-sea Fish,NO,,,,
Military,Invasive species,Deep-sea Elasmobranchs,NO,,,,
Military,Invasive species,Pelagic Elasmobranchs,NO,,,,
Military,Invasive species, Demersal Elasmobranchs,NO,,,,
Military,Invasive species, Reptiles,NO,,,,
Military,Invasive species,Marine birds,NO,,,,
Military,Invasive species,Cephalopods,NO,,,,
Military,Species Extraction,Littoral rock & reef,NO,,,,
Military,Species Extraction,Littoral sediment,NO,,,,
Military,Species Extraction,Mangroves,NO,,,,
Military,Species Extraction,Saltmarshes,NO,,,,
Military,Species Extraction,Shallow rock & reef,S,C,L,,
Military,Species Extraction,Shallow sediment,NO,,,,
Military,Species Extraction,Shelf rock & reef,S,C,L,,
Military,Species Extraction,Shelf sediment,S,C,L,,
Military,Species Extraction,Slope rock & reef,NO,,,,
Military,Species Extraction,Slope sediment,NO,,,,
Military,Species Extraction,Deep Sea rock & reef,NO,,,,
Military,Species Extraction,Deep Sea Sediment,NO,,,,
Military,Species Extraction,Coastal Pelagic,S,C,L,,
Military,Species Extraction,Shelf Pelagic,NO,,,,
Military,Species Extraction,Oceanic Pelagic,NO,,,,
Military,Species Extraction,Marine Mammals,NO,,,,
Military,Species Extraction,Pelagic Fish,S,C,L,,
Military,Species Extraction,Demersal Fish,S,C,L,,
Military,Species Extraction,Deep-sea Fish,NO,,,,
Military,Species Extraction,Deep-sea Elasmobranchs,NO,,,,
Military,Species Extraction,Pelagic Elasmobranchs,NO,,,,
Military,Species Extraction,Demersal Elasmobranchs,NO,,,,
Military,Species Extraction, Reptiles,NO,,,,
Military,Species Extraction,Marine birds,NO,,,,
Military,Species Extraction,Cephalopods,NO,,,,
Military,Bycatch,Littoral rock & reef,NO,,,,
Military,Bycatch,Littoral sediment,NO,,,,
Military,Bycatch,Mangroves,NO,,,,
Military,Bycatch,Saltmarshes,NO,,,,
Military,Bycatch,Shallow rock & reef,NO,,,,
Military,Bycatch,Shallow sediment,NO,,,,
Military,Bycatch,Shelf rock & reef,NO,,,,
Military,Bycatch,Shelf sediment,NO,,,,
Military,Bycatch,Slope rock & reef,NO,,,,
Military,Bycatch,Slope sediment,NO,,,,
Military,Bycatch,Deep Sea rock & reef,NO,,,,
Military,Bycatch,Deep Sea Sediment,NO,,,,
Military,Bycatch,Coastal Pelagic,NO,,,,
Military,Bycatch,Shelf Pelagic,NO,,,,
Military,Bycatch,Oceanic Pelagic,NO,,,,
Military,Bycatch,Marine Mammals,NO,,,,
Military,Bycatch,Pelagic Fish,NO,,,,
Military,Bycatch,Demersal Fish,NO,,,,
Military,Bycatch,Deep-sea Fish,NO,,,,
Military,Bycatch,Deep-sea Elasmobranchs,NO,,,,
Military,Bycatch,Pelagic Elasmobranchs,NO,,,,
Military,Bycatch,Demersal Elasmobranchs,NO,,,,
Military,Bycatch,Reptiles,NO,,,,
Military,Bycatch,Marine birds,NO,,,,
Military,Bycatch,Cephalopods,NO,,,,
Military,Incidental Loss of spp.,Littoral rock & reef,NO,,,,
Military,Incidental Loss of spp.,Littoral sediment,NO,,,,
Military,Incidental Loss of spp.,Mangroves,S,O,L,,
Military,Incidental Loss of spp., Saltmarshes,NO,,,,
Military,Incidental Loss of spp.,Shallow rock & reef,S,O,L,,
Military,Incidental Loss of spp.,Shallow sediment,NO,,,,
Military,Incidental Loss of spp.,Shelf rock & reef,S,O,L,,
Military,Incidental Loss of spp.,Shelf sediment,NO,,,,
Military,Incidental Loss of spp.,Slope rock & reef,NO,,,,
Military,Incidental Loss of spp.,Slope sediment,NO,,,,
Military,Incidental Loss of spp.,Deep Sea rock & reef,NO,,,,
Military,Incidental Loss of spp.,Deep Sea Sediment,NO,,,,
Military,Incidental Loss of spp., Coastal Pelagic,S,O,L,,
Military,Incidental Loss of spp.,Shelf Pelagic,NO,,,,
Military,Incidental Loss of spp.,Oceanic Pelagic,NO,,,,
Military,Incidental Loss of spp.,Marine Mammals,S,R,L,,
Military,Incidental Loss of spp.,Pelagic Fish,NO,,,,
Military,Incidental Loss of spp.,Demersal Fish,S,R,L,,
Military,Incidental Loss of spp.,Deep-sea Fish,NO,,,,
Military,Incidental Loss of spp.,Deep-sea Elasmobranchs,NO,,,,
Military,Incidental Loss of spp.,Pelagic Elasmobranchs,NO,,,,
Military,Incidental Loss of spp.,Demersal Elasmobranchs,NO,,,,
Military,Incidental Loss of spp., Reptiles,S,R,L,,
Military,Incidental Loss of spp.,Marine birds,S,R,L,,
Military,Incidental Loss of spp.,Cephalopods,NO,,,,
Military,Barriers,Littoral rock & reef,NO,,,,
Military,Barriers,Littoral sediment,NO,,,,
Military,Barriers,Mangroves,NO,,,,
Military,Barriers,Saltmarshes,NO,,,,
Military,Barriers,Shallow rock & reef,NO,,,,
Military,Barriers,Shallow sediment,NO,,,,
Military,Barriers,Shelf rock & reef,NO,,,,
Military,Barriers,Shelf sediment,NO,,,,
Military,Barriers,Slope rock & reef,NO,,,,
Military,Barriers,Slope sediment,NO,,,,
Military,Barriers,Deep Sea rock & reef,NO,,,,
Military,Barriers,Deep Sea Sediment,NO,,,,
Military,Barriers,Coastal Pelagic,NO,,,,
Military,Barriers,Shelf Pelagic,NO,,,,
Military,Barriers,Oceanic Pelagic,NO,,,,
Military,Barriers,Marine Mammals,NO,,,,
Military,Barriers,Pelagic Fish,NO,,,,
Military,Barriers,Demersal Fish,NO,,,,
Military,Barriers,Deep-sea Fish,NO,,,,
Military,Barriers,Deep-sea Elasmobranchs,NO,,,,
Military,Barriers,Pelagic Elasmobranchs,NO,,,,
Military,Barriers,Demersal Elasmobranchs,NO,,,,
Military,Barriers,Reptiles,NO,,,,
Military,Barriers,Marine birds,NO,,,,
Military,Barriers,Cephalopods,NO,,,,
Military,Change in wave exposure,Littoral rock & reef,NO,,,,
Military,Change in wave exposure,Littoral sediment,NO,,,,
Military,Change in wave exposure,Mangroves,NO,,,,
Military,Change in wave exposure,Saltmarshes,NO,,,,
Military,Change in wave exposure,Shallow rock & reef,NO,,,,
Military,Change in wave exposure,Shallow sediment,NO,,,,
Military,Change in wave exposure,Shelf rock & reef,NO,,,,
Military,Change in wave exposure,Shelf sediment,NO,,,,
Military,Change in wave exposure,Slope rock & reef,NO,,,,
Military,Change in wave exposure,Slope sediment,NO,,,,
Military,Change in wave exposure,Deep Sea rock & reef,NO,,,,
Military,Change in wave exposure,Deep Sea Sediment,NO,,,,
Military,Change in wave exposure,Coastal Pelagic,NO,,,,
Military,Change in wave exposure,Shelf Pelagic,NO,,,,
Military,Change in wave exposure,Oceanic Pelagic,NO,,,,
Military,Change in wave exposure,Marine Mammals,NO,,,,
Military,Change in wave exposure,Pelagic Fish,NO,,,,
Military,Change in wave exposure,Demersal Fish,NO,,,,
Military,Change in wave exposure,Deep-sea Fish,NO,,,,
Military,Change in wave exposure,Deep-sea Elasmobranchs,NO,,,,
Military,Change in wave exposure, Pelagic Elasmobranchs,NO,,,,
Military,Change in wave exposure,Demersal Elasmobranchs,NO,,,,
Military,Change in wave exposure,Reptiles,NO,,,,
Military,Change in wave exposure,Marine birds,NO,,,,
Military,Change in wave exposure,Cephalopods,NO,,,,
Military,Current Changes,Littoral rock & reef,NO,,,,
Military,Current Changes,Littoral sediment,NO,,,,
Military,Current Changes,Mangroves,NO,,,,
Military,Current Changes,Saltmarshes,NO,,,,
Military,Current Changes,Shallow rock & reef,NO,,,,
Military,Current Changes,Shallow sediment,NO,,,,
Military,Current Changes, Shelf rock & reef,NO,,,,
Military,Current Changes,Shelf sediment,NO,,,,
Military,Current Changes,Slope rock & reef,NO,,,,
Military,Current Changes, Slope sediment,NO,,,,
Military,Current Changes,Deep Sea rock & reef,NO,,,,
Military,Current Changes,Deep Sea Sediment,NO,,,,
Military,Current Changes,Coastal Pelagic,NO,,,,
Military,Current Changes,Shelf Pelagic,NO,,,,
Military,Current Changes,Oceanic Pelagic,NO,,,,
Military,Current Changes, Marine Mammals,NO,,,,
Military,Current Changes,Pelagic Fish,NO,,,,
Military,Current Changes,Demersal Fish,NO,,,,
Military,Current Changes,Deep-sea Fish,NO,,,,
Military,Current Changes,Deep-sea Elasmobranchs,NO,,,,
Military,Current Changes,Pelagic Elasmobranchs,NO,,,,
Military,Current Changes,Demersal Elasmobranchs,NO,,,,
Military,Current Changes,Reptiles,NO,,,,
Military,Current Changes,Marine birds,NO,,,,
Military,Current Changes,Cephalopods,NO,,,,
Military,pH changes,Littoral rock & reef,NO,,,,
Military,pH changes, Littoral sediment,NO,,,,
Military,pH changes,Mangroves,NO,,,,
Military,pH changes,Saltmarshes,NO,,,,
Military,pH changes,Shallow rock & reef,NO,,,,
Military,pH changes, Shallow sediment,NO,,,,
Military,pH changes,Shelf rock & reef,NO,,,,
Military,pH changes,Shelf sediment,NO,,,,
Military,pH changes,Slope rock & reef,NO,,,,
Military,pH changes,Slope sediment,NO,,,,
Military,pH changes, Deep Sea rock & reef,NO,,,,
Military,pH changes,Deep Sea Sediment,NO,,,,
Military,pH changes,Coastal Pelagic,NO,,,,
Military,pH changes, Shelf Pelagic,NO,,,,
Military,pH changes,Oceanic Pelagic,NO,,,,
Military,pH changes,Marine Mammals,NO,,,,
Military,pH changes,Pelagic Fish,NO,,,,
Military,pH changes,Demersal Fish,NO,,,,
Military,pH changes,Deep-sea Fish,NO,,,,
Military,pH changes,Deep-sea Elasmobranchs,NO,,,,
Military,pH changes,Pelagic Elasmobranchs,NO,,,,
Military,pH changes,Demersal Elasmobranchs,NO,,,,
Military,pH changes,Reptiles,NO,,,,
Military,pH changes,Marine birds,NO,,,,
Military,pH changes,Cephalopods,NO,,,,
Military,Electromagnetic (EMF),Littoral rock & reef,NO,,,,
Military,Electromagnetic (EMF),Littoral sediment,NO,,,,
Military,Electromagnetic (EMF), Mangroves,NO,,,,
Military,Electromagnetic (EMF),Saltmarshes,NO,,,,
Military,Electromagnetic (EMF),Shallow rock & reef,NO,,,,
Military,Electromagnetic (EMF),Shallow sediment,NO,,,,
Military,Electromagnetic (EMF),Shelf rock & reef,NO,,,,
Military,Electromagnetic (EMF),Shelf sediment,NO,,,,
Military,Electromagnetic (EMF),Slope rock & reef,NO,,,,
Military,Electromagnetic (EMF),Slope sediment,NO,,,,
Military,Electromagnetic (EMF),Deep Sea rock & reef,NO,,,,
Military,Electromagnetic (EMF),Deep Sea Sediment,NO,,,,
Military,Electromagnetic (EMF),Coastal Pelagic,NO,,,,
Military,Electromagnetic (EMF),Shelf Pelagic,NO,,,,
Military,Electromagnetic (EMF),Oceanic Pelagic,NO,,,,
Military,Electromagnetic (EMF),Marine Mammals,NO,,,,
Military,Electromagnetic (EMF),Pelagic Fish,NO,,,,
Military,Electromagnetic (EMF),Demersal Fish,NO,,,,
Military,Electromagnetic (EMF),Deep-sea Fish,NO,,,,
Military,Electromagnetic (EMF),Deep-sea Elasmobranchs,NO,,,,
Military,Electromagnetic (EMF),Pelagic Elasmobranchs,NO,,,,
Military,Electromagnetic (EMF),Demersal Elasmobranchs,NO,,,,
Military,Electromagnetic (EMF),Reptiles,NO,,,,
Military,Electromagnetic (EMF),Marine birds,NO,,,,
Military,Electromagnetic (EMF),Cephalopods,NO,,,,
Navigational Dredging,Sealing,Littoral rock & reef,NO,,,,
Navigational Dredging,Sealing,Littoral sediment,NO,,,,
Navigational Dredging,Sealing,Mangroves,NO,,,,
Navigational Dredging,Sealing,Saltmarshes,NO,,,,
Navigational Dredging,Sealing,Shallow rock & reef,NO,,,,
Navigational Dredging,Sealing,Shallow sediment,NO,,,,
Navigational Dredging,Sealing,Shelf rock & reef,NO,,,,
Navigational Dredging,Sealing,Shelf sediment,NO,,,,
Navigational Dredging,Sealing,Slope rock & reef,NO,,,,
Navigational Dredging,Sealing,Slope sediment,NO,,,,
Navigational Dredging,Sealing,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Sealing,Deep Sea Sediment,NO,,,,
Navigational Dredging,Sealing,Coastal Pelagic,NO,,,,
Navigational Dredging,Sealing,Shelf Pelagic,NO,,,,
Navigational Dredging,Sealing,Oceanic Pelagic,NO,,,,
Navigational Dredging,Sealing, Marine Mammals,NO,,,,
Navigational Dredging,Sealing,Pelagic Fish,NO,,,,
Navigational Dredging,Sealing,Demersal Fish,NO,,,,
Navigational Dredging,Sealing,Deep-sea Fish,NO,,,,
Navigational Dredging,Sealing,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Sealing,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Sealing,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Sealing,Reptiles,NO,,,,
Navigational Dredging,Sealing,Marine birds,NO,,,,
Navigational Dredging,Sealing,Cephalopods,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Littoral rock & reef,S,O,L,,
Navigational Dredging,Changes in siltation/ Smothering,Littoral sediment,S,O,L,,
Navigational Dredging,Changes in siltation/ Smothering,Mangroves,S,O,L,,
Navigational Dredging,Changes in siltation/ Smothering,Saltmarshes,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering, Shallow rock & reef,S,O,L,,
Navigational Dredging,Changes in siltation/ Smothering,Shallow sediment,W,P,L,,
Navigational Dredging,Changes in siltation/ Smothering,Shelf rock & reef,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Shelf sediment,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Slope rock & reef,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Slope sediment,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Deep Sea Sediment,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Coastal Pelagic,W,P,L,,
Navigational Dredging,Changes in siltation/ Smothering,Shelf Pelagic,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Oceanic Pelagic,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Marine Mammals,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Pelagic Fish,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Demersal Fish,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Deep-sea Fish,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Reptiles,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Marine birds,NO,,,,
Navigational Dredging,Changes in siltation/ Smothering,Cephalopods,NO,,,,
Navigational Dredging,Abrasion,Littoral rock & reef,NO,,,,
Navigational Dredging,Abrasion,Littoral sediment,S,O,A,,
Navigational Dredging,Abrasion,Mangroves,S,O,A,,
Navigational Dredging,Abrasion,Saltmarshes,NO,,,,
Navigational Dredging,Abrasion,Shallow rock & reef,NO,,,,
Navigational Dredging,Abrasion,Shallow sediment,S,O,A,,
Navigational Dredging,Abrasion,Shelf rock & reef,NO,,,,
Navigational Dredging,Abrasion,Shelf sediment,NO,,,,
Navigational Dredging,Abrasion,Slope rock & reef,NO,,,,
Navigational Dredging,Abrasion,Slope sediment,NO,,,,
Navigational Dredging,Abrasion,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Abrasion, Deep Sea Sediment,NO,,,,
Navigational Dredging,Abrasion,Coastal Pelagic,NO,,,,
Navigational Dredging,Abrasion,Shelf Pelagic,NO,,,,
Navigational Dredging,Abrasion,Oceanic Pelagic,NO,,,,
Navigational Dredging,Abrasion, Marine Mammals,NO,,,,
Navigational Dredging,Abrasion,Pelagic Fish,NO,,,,
Navigational Dredging,Abrasion,Demersal Fish,NO,,,,
Navigational Dredging,Abrasion,Deep-sea Fish,NO,,,,
Navigational Dredging,Abrasion,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Abrasion,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Abrasion,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Abrasion,Reptiles,NO,,,,
Navigational Dredging,Abrasion,Marine birds,NO,,,,
Navigational Dredging,Abrasion,Cephalopods,NO,,,,
Navigational Dredging,Non-living Resources,Littoral rock & reef,NO,,,,
Navigational Dredging,Non-living Resources,Littoral sediment,S,O,A,,
Navigational Dredging,Non-living Resources,Mangroves,NO,,,,
Navigational Dredging,Non-living Resources,Saltmarshes,NO,,,,
Navigational Dredging,Non-living Resources,Shallow rock & reef,NO,,,,
Navigational Dredging,Non-living Resources,Shallow sediment,S,O,A,,
Navigational Dredging,Non-living Resources,Shelf rock & reef,NO,,,,
Navigational Dredging,Non-living Resources,Shelf sediment,NO,,,,
Navigational Dredging,Non-living Resources,Slope rock & reef,NO,,,,
Navigational Dredging,Non-living Resources,Slope sediment,NO,,,,
Navigational Dredging,Non-living Resources,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Non-living Resources,Deep Sea Sediment,NO,,,,
Navigational Dredging,Non-living Resources,Coastal Pelagic,NO,,,,
Navigational Dredging,Non-living Resources,Shelf Pelagic,NO,,,,
Navigational Dredging,Non-living Resources,Oceanic Pelagic,NO,,,,
Navigational Dredging,Non-living Resources,Marine Mammals,NO,,,,
Navigational Dredging,Non-living Resources,Pelagic Fish,NO,,,,
Navigational Dredging,Non-living Resources,Demersal Fish,S,O,A,,
Navigational Dredging,Non-living Resources,Deep-sea Fish,NO,,,,
Navigational Dredging,Non-living Resources,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Non-living Resources,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Non-living Resources,Demersal Elasmobranchs,S,O,A,,
Navigational Dredging,Non-living Resources,Reptiles,NO,,,,
Navigational Dredging,Non-living Resources,Marine birds,NO,,,,
Navigational Dredging,Non-living Resources,Cephalopods,NO,,,,
Navigational Dredging,Noise,Littoral rock & reef,NO,,,,
Navigational Dredging,Noise,Littoral sediment,NO,,,,
Navigational Dredging,Noise,Mangroves,NO,,,,
Navigational Dredging,Noise,Saltmarshes,NO,,,,
Navigational Dredging,Noise,Shallow rock & reef,NO,,,,
Navigational Dredging,Noise,Shallow sediment,NO,,,,
Navigational Dredging,Noise,Shelf rock & reef,NO,,,,
Navigational Dredging,Noise,Shelf sediment,NO,,,,
Navigational Dredging,Noise,Slope rock & reef,NO,,,,
Navigational Dredging,Noise,Slope sediment,NO,,,,
Navigational Dredging,Noise,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Noise,Deep Sea Sediment,NO,,,,
Navigational Dredging,Noise,Coastal Pelagic,NO,,,,
Navigational Dredging,Noise,Shelf Pelagic,NO,,,,
Navigational Dredging,Noise,Oceanic Pelagic,NO,,,,
Navigational Dredging,Noise,Marine Mammals,S,O,L,,
Navigational Dredging,Noise,Pelagic Fish,S,O,L,,
Navigational Dredging,Noise,Demersal Fish,S,O,L,,
Navigational Dredging,Noise,Deep-sea Fish,NO,,,,
Navigational Dredging,Noise,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Noise,Pelagic Elasmobranchs,S,O,L,,
Navigational Dredging,Noise,Demersal Elasmobranchs,S,O,L,,
Navigational Dredging,Noise,Reptiles,S,O,L,,
Navigational Dredging,Noise,Marine birds,NO,,,,
Navigational Dredging,Noise,Cephalopods,S,O,L,,
Navigational Dredging,Litter,Littoral rock & reef,NO,,,,
Navigational Dredging,Litter,Littoral sediment,NO,,,,
Navigational Dredging,Litter,Mangroves,NO,,,,
Navigational Dredging,Litter,Saltmarshes,NO,,,,
Navigational Dredging,Litter,Shallow rock & reef,NO,,,,
Navigational Dredging,Litter,Shallow sediment,NO,,,,
Navigational Dredging,Litter,Shelf rock & reef,NO,,,,
Navigational Dredging,Litter,Shelf sediment,NO,,,,
Navigational Dredging,Litter,Slope rock & reef,NO,,,,
Navigational Dredging,Litter,Slope sediment,NO,,,,
Navigational Dredging,Litter,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Litter,Deep Sea Sediment,NO,,,,
Navigational Dredging,Litter,Coastal Pelagic,NO,,,,
Navigational Dredging,Litter,Shelf Pelagic,NO,,,,
Navigational Dredging,Litter,Oceanic Pelagic,NO,,,,
Navigational Dredging,Litter,Marine Mammals,NO,,,,
Navigational Dredging,Litter,Pelagic Fish,NO,,,,
Navigational Dredging,Litter,Demersal Fish,NO,,,,
Navigational Dredging,Litter,Deep-sea Fish,NO,,,,
Navigational Dredging,Litter,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Litter,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Litter,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Litter,Reptiles,NO,,,,
Navigational Dredging,Litter,Marine birds,NO,,,,
Navigational Dredging,Litter,Cephalopods,NO,,,,
Navigational Dredging,Thermal Regime,Littoral rock & reef,NO,,,,
Navigational Dredging,Thermal Regime,Littoral sediment,NO,,,,
Navigational Dredging,Thermal Regime,Mangroves,NO,,,,
Navigational Dredging,Thermal Regime,Saltmarshes,NO,,,,
Navigational Dredging,Thermal Regime,Shallow rock & reef,NO,,,,
Navigational Dredging,Thermal Regime,Shallow sediment,NO,,,,
Navigational Dredging,Thermal Regime,Shelf rock & reef,NO,,,,
Navigational Dredging,Thermal Regime,Shelf sediment,NO,,,,
Navigational Dredging,Thermal Regime,Slope rock & reef,NO,,,,
Navigational Dredging,Thermal Regime,Slope sediment,NO,,,,
Navigational Dredging,Thermal Regime,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Thermal Regime,Deep Sea Sediment,NO,,,,
Navigational Dredging,Thermal Regime,Coastal Pelagic,NO,,,,
Navigational Dredging,Thermal Regime,Shelf Pelagic,NO,,,,
Navigational Dredging,Thermal Regime,Oceanic Pelagic,NO,,,,
Navigational Dredging,Thermal Regime,Marine Mammals,NO,,,,
Navigational Dredging,Thermal Regime,Pelagic Fish,NO,,,,
Navigational Dredging,Thermal Regime,Demersal Fish,NO,,,,
Navigational Dredging,Thermal Regime,Deep-sea Fish,NO,,,,
Navigational Dredging,Thermal Regime,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Thermal Regime,Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Thermal Regime,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Thermal Regime,Reptiles,NO,,,,
Navigational Dredging,Thermal Regime,Marine birds,NO,,,,
Navigational Dredging,Thermal Regime,Cephalopods,NO,,,,
Navigational Dredging,Salinity Regime,Littoral rock & reef,NO,,,,
Navigational Dredging,Salinity Regime,Littoral sediment,NO,,,,
Navigational Dredging,Salinity Regime,Mangroves,NO,,,,
Navigational Dredging,Salinity Regime,Saltmarshes,NO,,,,
Navigational Dredging,Salinity Regime,Shallow rock & reef,NO,,,,
Navigational Dredging,Salinity Regime,Shallow sediment,NO,,,,
Navigational Dredging,Salinity Regime,Shelf rock & reef,NO,,,,
Navigational Dredging,Salinity Regime,Shelf sediment,NO,,,,
Navigational Dredging,Salinity Regime,Slope rock & reef,NO,,,,
Navigational Dredging,Salinity Regime,Slope sediment,NO,,,,
Navigational Dredging,Salinity Regime,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Salinity Regime,Deep Sea Sediment,NO,,,,
Navigational Dredging,Salinity Regime,Coastal Pelagic,NO,,,,
Navigational Dredging,Salinity Regime,Shelf Pelagic,NO,,,,
Navigational Dredging,Salinity Regime,Oceanic Pelagic,NO,,,,
Navigational Dredging,Salinity Regime,Marine Mammals,NO,,,,
Navigational Dredging,Salinity Regime,Pelagic Fish,NO,,,,
Navigational Dredging,Salinity Regime,Demersal Fish,NO,,,,
Navigational Dredging,Salinity Regime,Deep-sea Fish,NO,,,,
Navigational Dredging,Salinity Regime,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Salinity Regime, Pelagic Elasmobranchs,NO,,,,
Navigational Dredging,Salinity Regime,Demersal Elasmobranchs,NO,,,,
Navigational Dredging,Salinity Regime,Reptiles,NO,,,,
Navigational Dredging,Salinity Regime,Marine birds,NO,,,,
Navigational Dredging,Salinity Regime,Cephalopods,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Littoral rock & reef,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Littoral sediment,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Mangroves,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Saltmarshes,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Shallow rock & reef,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Shallow sediment,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Shelf rock & reef,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Shelf sediment,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Slope rock & reef,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Slope sediment,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Deep Sea rock & reef,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Deep Sea Sediment,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Coastal Pelagic,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Shelf Pelagic,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Oceanic Pelagic,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds, Marine Mammals,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Pelagic Fish,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Demersal Fish,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Deep-sea Fish,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Deep-sea Elasmobranchs,NO,,,,
Navigational Dredging,Introduction of Contaminating compounds,Pelagic Elasmobranchs,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Demersal Elasmobranchs,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Reptiles,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Marine birds,S,O,A,,
Navigational Dredging,Introduction of Contaminating compounds,Cephalopods,S,O,A,,
Navigational Dredging,Input of Organic Matter (including N&P),Littoral rock & reef,NO,,,,
