Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Reilience,Persistence
Non-renewable (oil & gas),Invasive Species,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Invasive Species,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Invasive Species,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Invasive Species,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Invasive Species,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Invasive Species,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Invasive Species,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Invasive Species,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Invasive Species,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Invasive Species,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Invasive Species,Mangrove,NO,,,,
Non-renewable (oil & gas),Litter,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Litter,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Litter,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Litter,Reptiles,NO,,,,
Non-renewable (oil & gas),Litter,Cephalopods,NO,,,,
Non-renewable (oil & gas),Litter,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Litter,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Litter,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Litter,Seabirds,NO,,,,
Non-renewable (oil & gas),Litter,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Litter,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Litter,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Litter,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Litter,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Litter,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Litter,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Litter,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Litter,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Litter,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Litter,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Litter,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Litter,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Litter,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Litter,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Litter,Mangrove,NO,,,,
Non-renewable (oil & gas),Noise,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Noise,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Noise,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Noise,Reptiles,NO,,,,
Non-renewable (oil & gas),Noise,Cephalopods,NO,,,,
Non-renewable (oil & gas),Noise,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Noise,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Noise,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Noise,Seabirds,NO,,,,
Non-renewable (oil & gas),Noise,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Noise,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Noise,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Noise,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Noise,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Noise,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Noise,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Noise,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Noise,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Noise,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Noise,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Noise,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Noise,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Noise,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Noise,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Noise,Mangrove,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Non-living Resources, Reptiles,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Cephalopods,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Seabirds,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Non-living Resources,Mangrove,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP, Reptiles,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Cephalopods,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Seabirds,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Organic Matter/NP,Mangrove,NO,,,,
Non-renewable (oil & gas),pH Changes,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),pH Changes,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),pH Changes,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),pH Changes, Reptiles,NO,,,,
Non-renewable (oil & gas),pH Changes,Cephalopods,NO,,,,
Non-renewable (oil & gas),pH Changes,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),pH Changes,Demersal Fish,NO,,,,
Non-renewable (oil & gas),pH Changes,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),pH Changes,Seabirds,NO,,,,
Non-renewable (oil & gas),pH Changes,Marine Mammals,NO,,,,
Non-renewable (oil & gas),pH Changes,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),pH Changes,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),pH Changes,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),pH Changes,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),pH Changes,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),pH Changes,Slope Sediment,NO,,,,
Non-renewable (oil & gas),pH Changes,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),pH Changes,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),pH Changes,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),pH Changes,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),pH Changes,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),pH Changes,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),pH Changes,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),pH Changes,Saltmarsh,NO,,,,
Non-renewable (oil & gas),pH Changes,Mangrove,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Salinity Regime, Reptiles,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Cephalopods,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Seabirds,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Salinity Regime,Mangrove,NO,,,,
Non-renewable (oil & gas),Sealing,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Sealing,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Sealing,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Sealing, Reptiles,NO,,,,
Non-renewable (oil & gas),Sealing,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Sealing,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Sealing,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Sealing,Seabirds,NO,,,,
Non-renewable (oil & gas),Sealing,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Sealing,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Sealing,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Sealing,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Sealing,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Sealing,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Sealing,Cephalopods,NO,,,,
Non-renewable (oil & gas),Sealing,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Sealing,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Sealing,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Sealing,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Sealing,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Sealing,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Sealing,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Sealing,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Sealing,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Sealing,Mangrove,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering, Reptiles,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Cephalopods,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Seabirds,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Siltation/Smothering,Mangrove,NO,,,,
Non-renewable (oil & gas),Species Extraction,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Species Extraction,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Species Extraction,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Species Extraction, Reptiles,NO,,,,
Non-renewable (oil & gas),Species Extraction,Cephalopods,NO,,,,
Non-renewable (oil & gas),Species Extraction,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Species Extraction,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Species Extraction,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Species Extraction,Seabirds,NO,,,,
Non-renewable (oil & gas),Species Extraction,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Species Extraction,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Species Extraction,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Species Extraction,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Species Extraction,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Species Extraction,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Species Extraction,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Species Extraction,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Species Extraction,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Species Extraction,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Species Extraction,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Species Extraction,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Species Extraction,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Species Extraction,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Species Extraction,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Species Extraction,Mangrove,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Thermal Regime, Reptiles,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Cephalopods,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Seabirds,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Thermal Regime,Mangrove,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Demersal Elasmo,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Pelagic Elasmo,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Deep Sea Elasmo,NO,,,,
Non-renewable (oil & gas),Wave Exposure, Reptiles,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Cephalopods,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Deep Sea Fish,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Demersal Fish,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Pelagic Fish,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Seabirds,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Marine Mammals,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Oceanic Pelagic,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Shelf Pelagic,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Coastal Pelagic,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Deep Sea Sediment,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Deep Sea Rock & Reef,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Slope Sediment,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Slope Rock & Reef,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Shelf Sediment,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Shelf Rock & Reef,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Shallow Sediment,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Shallow Rock & Reef,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Littoral Sediment,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Littoral Rock & Reef,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Saltmarsh,NO,,,,
Non-renewable (oil & gas),Wave Exposure,Mangrove,NO,,,,
Nuclear Energy,Abrasion,Demersal Elasmo,NO,,,,
Nuclear Energy,Abrasion,Pelagic Elasmo,NO,,,,
Nuclear Energy,Abrasion,Deep Sea Elasmo,NO,,,,
Nuclear Energy,Abrasion, Reptiles,NO,,,,
Nuclear Energy,Abrasion,Cephalopods,NO,,,,
Nuclear Energy,Abrasion,Deep Sea Fish,NO,,,,
Nuclear Energy,Abrasion,Demersal Fish,NO,,,,
Nuclear Energy,Abrasion,Pelagic Fish,NO,,,,
Nuclear Energy,Abrasion,Seabirds,NO,,,,
Nuclear Energy,Abrasion,Marine Mammals,NO,,,,
Nuclear Energy,Abrasion,Oceanic Pelagic,NO,,,,
Nuclear Energy,Abrasion,Shelf Pelagic,NO,,,,
Nuclear Energy,Abrasion,Coastal Pelagic,NO,,,,
Nuclear Energy,Abrasion,Deep Sea Sediment,NO,,,,
Nuclear Energy,Abrasion,Deep Sea Rock & Reef,NO,,,,
Nuclear Energy,Abrasion,Slope Sediment,NO,,,,
Nuclear Energy,Abrasion,Slope Rock & Reef,NO,,,,
Nuclear Energy,Abrasion,Shelf Sediment,NO,,,,
Nuclear Energy,Abrasion,Shelf Rock & Reef,NO,,,,
Nuclear Energy,Abrasion,Shallow Sediment,NO,,,,
Nuclear Energy,Abrasion,Shallow Rock & Reef,NO,,,,
Nuclear Energy,Abrasion,Littoral Sediment,NO,,,,
Nuclear Energy,Abrasion,Littoral Rock & Reef,NO,,,,
Nuclear Energy,Abrasion,Saltmarsh,NO,,,,
Nuclear Energy,Abrasion,Mangrove,NO,,,,
Nuclear Energy,Barriers,Demersal Elasmo,NO,,,,
Nuclear Energy,Barriers,Pelagic Elasmo,NO,,,,
Nuclear Energy,Barriers,Deep Sea Elasmo,NO,,,,
Nuclear Energy,Barriers, Reptiles,NO,,,,
Nuclear Energy,Barriers,Cephalopods,NO,,,,
Nuclear Energy,Barriers,Deep Sea Fish,NO,,,,
Nuclear Energy,Barriers,Demersal Fish,NO,,,,
Nuclear Energy,Barriers,Pelagic Fish,NO,,,,
Nuclear Energy,Barriers,Seabirds,NO,,,,
Nuclear Energy,Barriers,Marine Mammals,NO,,,,
Nuclear Energy,Barriers,Oceanic Pelagic,NO,,,,
Nuclear Energy,Barriers,Shelf Pelagic,NO,,,,
Nuclear Energy,Barriers,Coastal Pelagic,NO,,,,
Nuclear Energy,Barriers,Deep Sea Sediment,NO,,,,
Nuclear Energy,Barriers,Deep Sea Rock & Reef,NO,,,,
Nuclear Energy,Barriers,Slope Sediment,NO,,,,
Nuclear Energy,Barriers,Slope Rock & Reef,NO,,,,
Nuclear Energy,Barriers,Shelf Sediment,NO,,,,
Nuclear Energy,Barriers,Shelf Rock & Reef,NO,,,,
Nuclear Energy,Barriers,Shallow Sediment,NO,,,,
Nuclear Energy,Barriers,Shallow Rock & Reef,NO,,,,
Nuclear Energy,Barriers,Littoral Sediment,NO,,,,
Nuclear Energy,Barriers,Littoral Rock & Reef,NO,,,,
Nuclear Energy,Barriers,Saltmarsh,NO,,,,
Nuclear Energy,Barriers,Mangrove,NO,,,,
Nuclear Energy,Bycatch,Demersal Elasmo,NO,,,,
Nuclear Energy,Bycatch,Pelagic Elasmo,NO,,,,
Nuclear Energy,Bycatch,Deep Sea Elasmo,NO,,,,
Nuclear Energy,Bycatch, Reptiles,NO,,,,
Nuclear Energy,Bycatch,Cephalopods,NO,,,,
Nuclear Energy,Bycatch,Deep Sea Fish,NO,,,,
Nuclear Energy,Bycatch,Demersal Fish,NO,,,,
Nuclear Energy,Bycatch,Pelagic Fish,NO,,,,
Nuclear Energy,Bycatch,Seabirds,NO,,,,
Nuclear Energy,Bycatch,Marine Mammals,NO,,,,
Nuclear Energy,Bycatch,Oceanic Pelagic,NO,,,,
Nuclear Energy,Bycatch,Shelf Pelagic,NO,,,,
Nuclear Energy,Bycatch,Coastal Pelagic,NO,,,,
Nuclear Energy,Bycatch,Deep Sea Sediment,NO,,,,
Nuclear Energy,Bycatch,Deep Sea Rock & Reef,NO,,,,
Nuclear Energy,Bycatch,Slope Sediment,NO,,,,
Nuclear Energy,Bycatch,Slope Rock & Reef,NO,,,,
Nuclear Energy,Bycatch,Shelf Sediment,NO,,,,
Nuclear Energy,Bycatch,Shelf Rock & Reef,NO,,,,
Nuclear Energy,Bycatch,Shallow Sediment,NO,,,,
Nuclear Energy,Bycatch,Shallow Rock & Reef,NO,,,,
Nuclear Energy,Bycatch,Littoral Sediment,NO,,,,
Nuclear Energy,Bycatch,Littoral Rock & Reef,NO,,,,
Nuclear Energy,Bycatch,Saltmarsh,NO,,,,
Nuclear Energy,Bycatch,Mangrove,NO,,,,
Nuclear Energy,Contaminants,Demersal Elasmo,NO,,,,
Nuclear Energy,Contaminants,Pelagic Elasmo,NO,,,,
Nuclear Energy,Contaminants,Deep Sea Elasmo,NO,,,,
Nuclear Energy,Contaminants, Reptiles,NO,,,,
Nuclear Energy,Contaminants,Cephalopods,NO,,,,
Nuclear Energy,Contaminants,Deep Sea Fish,NO,,,,
Nuclear Energy,Contaminants,Demersal Fish,NO,,,,
Nuclear Energy,Contaminants,Pelagic Fish,NO,,,,
Nuclear Energy,Contaminants,Seabirds,NO,,,,
Nuclear Energy,Contaminants,Marine Mammals,NO,,,,
Nuclear Energy,Contaminants,Oceanic Pelagic,NO,,,,
Nuclear Energy,Contaminants,Shelf Pelagic,NO,,,,
Nuclear Energy,Contaminants,Coastal Pelagic,NO,,,,
Nuclear Energy,Contaminants,Deep Sea Sediment,NO,,,,
Nuclear Energy,Contaminants,Deep Sea Rock & Reef,NO,,,,
Nuclear Energy,Contaminants,Slope Sediment,NO,,,,
Nuclear Energy,Contaminants,Slope Rock & Reef,NO,,,,
Nuclear Energy,Contaminants,Shelf Sediment,NO,,,,
Nuclear Energy,Contaminants,Shelf Rock & Reef,NO,,,,
Nuclear Energy,Contaminants,Shallow Sediment,NO,,,,
Nuclear Energy,Contaminants,Shallow Rock & Reef,NO,,,,
Nuclear Energy,Contaminants,Littoral Sediment,NO,,,,
Nuclear Energy,Contaminants,Littoral Rock & Reef,NO,,,,
Nuclear Energy,Contaminants,Saltmarsh,NO,,,,
Nuclear Energy,Contaminants,Mangrove,NO,,,,
Nuclear Energy,Current Changes,Demersal Elasmo,NO,,,,
Nuclear Energy,Current Changes,Pelagic Elasmo,NO,,,,
Nuclear Energy,Current Changes,Deep Sea Elasmo,NO,,,,
Nuclear Energy,Current Changes, Reptiles,NO,,,,
Nuclear Energy,Current Changes,Cephalopods,NO,,,,
Nuclear Energy,Current Changes,Deep Sea Fish,NO,,,,
Nuclear Energy,Current Changes,Demersal Fish,NO,,,,
Nuclear Energy,Current Changes,Pelagic Fish,NO,,,,
Nuclear Energy,Current Changes,Seabirds,NO,,,,
Nuclear Energy,Current Changes,Marine Mammals,NO,,,,
Nuclear Energy,Current Changes,Oceanic Pelagic,NO,,,,
